# {"t_start": 1568112866.3517509, "env_id": "Hopper-v2"} 
r,l,t
22.732918,22,33.503875
23.206651,26,33.552679
4.982856,7,33.566024
46.957763,43,33.646619
17.464487,21,33.685993
24.572239,26,33.734672
18.21944,24,33.779907
34.14416,33,33.842404
22.27663,24,33.88666
19.386157,21,33.926932
17.315749,19,33.962815
19.375838,23,34.006867
4.781451,7,34.020074
20.503434,25,34.066786
6.334106,8,34.081907
11.468135,14,34.108093
24.571514,26,34.156631
18.717173,21,34.196083
23.61489,25,34.242325
24.348335,26,34.290261
16.767864,23,34.334089
15.652449,20,34.370893
18.339781,26,34.418263
7.599236,9,34.435
4.615878,7,34.448093
25.472299,28,34.500043
9.711101,11,34.520629
22.766202,25,34.567527
13.743866,19,34.601967
14.873202,19,34.637325
16.3175,20,34.674179
28.494962,27,34.724306
13.74437,15,34.752801
16.62925,19,34.788287
9.066225,11,34.808631
14.690042,19,34.844079
6.545717,8,34.859291
24.249394,24,34.903421
14.052091,21,34.942792
18.046376,22,34.983474
8.147233,10,35.001821
14.300712,16,35.031425
7.318606,9,35.048547
82.423636,71,35.17958
20.179784,27,35.229939
29.151718,29,35.283135
14.10794,20,35.320065
5.425229,8,35.335189
24.58926,26,35.383176
43.004041,39,35.455768
22.326224,25,35.502291
20.66,25,35.548181
36.997872,34,35.611966
22.083513,22,35.653151
10.363291,12,35.67586
5.201919,7,35.688922
15.802,21,35.728065
13.887392,18,35.761508
19.050539,25,35.807755
30.012012,30,35.863989
25.687288,27,35.914329
6.39734,8,35.929768
27.040732,29,35.983132
25.91904,27,36.032608
11.204088,14,36.059157
75.320323,60,36.17127
9.019034,11,36.191696
8.06781,11,36.211989
5.127076,8,36.227042
21.063643,26,36.275915
11.673335,13,36.300284
8.038304,10,36.319007
17.336363,18,36.353139
5.859872,9,36.370224
6.796918,9,36.387181
7.885834,10,36.405789
19.588617,26,36.453853
17.280531,23,36.496752
15.812342,18,36.53037
4.872529,7,36.543434
15.458248,22,36.585161
19.390138,23,36.62788
12.284793,14,36.654234
20.276281,27,36.703907
22.826632,26,36.751888
28.189969,26,36.799062
5.338461,10,36.817766
14.061646,21,36.856481
17.803941,19,36.892215
21.085935,24,36.93755
15.758495,26,36.985289
19.236388,23,37.028243
5.923691,8,37.043724
18.024663,22,37.084383
26.956397,27,37.134868
4.921147,7,37.147966
22.131967,25,37.194833
29.677825,27,37.244249
17.765972,21,37.284952
18.903772,21,37.325478
23.878771,23,37.372186
10.520495,13,37.397228
7.902822,10,37.416493
14.253286,23,37.460844
26.118098,26,37.510697
8.229578,10,37.529322
26.449962,29,37.585844
7.064955,9,37.603022
67.698437,62,37.721095
20.408444,23,37.765076
15.272054,16,37.796256
85.627478,82,37.952056
4.940478,7,37.965527
9.143501,11,37.986543
23.666926,23,38.030724
13.795681,15,38.060359
5.217222,7,38.074389
20.964581,25,38.122923
28.78908,31,38.1829
18.14915,20,38.220862
11.985722,14,38.248385
8.527908,11,38.269167
17.766407,22,38.311005
23.94745,23,38.355241
11.739071,14,38.381852
18.716676,25,38.42848
8.347803,10,38.447363
14.152596,21,38.488269
19.723243,27,38.539983
22.88944,26,38.589235
16.015261,25,38.636723
79.678299,60,38.751066
10.341166,12,38.774094
22.964648,27,38.827247
10.530302,22,38.869446
9.012942,11,38.889931
8.432537,10,38.909241
20.812347,24,38.955079
22.616486,26,39.005265
13.056036,19,39.041702
22.846374,23,39.084736
11.626537,20,39.122684
10.550624,14,39.149365
18.685224,26,39.19814
7.412187,9,39.215156
39.46843,36,39.282735
11.086242,13,39.306998
23.392114,26,39.35585
15.758145,20,39.394137
28.089585,31,39.452837
6.614335,9,39.469714
57.969905,56,39.574376
20.184724,26,39.623585
23.413632,28,39.675497
21.625158,24,39.720603
26.458534,26,39.769867
14.183968,19,39.806219
21.747283,27,39.856453
24.005878,24,39.901624
19.883339,20,39.939721
8.530938,12,39.962411
4.089066,7,39.975192
24.094328,30,40.031714
39.099616,35,40.09739
19.418164,27,40.148788
5.453918,8,40.164319
16.435217,17,40.196759
23.526097,25,40.244044
8.059494,10,40.263355
35.556389,42,40.343871
9.698543,13,40.36834
15.840496,26,40.414387
21.226151,25,40.460771
12.870945,19,40.496186
15.833891,22,40.536612
22.609214,25,40.582661
4.160879,7,40.595869
29.826436,30,40.651501
26.023142,28,40.703344
14.306426,17,40.734529
7.204622,9,40.751776
17.123128,20,40.788878
23.367291,24,40.833095
16.650025,20,40.86947
15.572497,16,40.899842
23.391815,24,40.943924
33.741116,29,40.997977
13.149242,18,41.031494
12.857034,14,41.057084
25.013059,27,41.10686
7.900507,10,41.125619
17.179951,23,41.168576
11.864958,14,41.194804
17.161343,23,41.237504
9.264079,11,41.25807
8.511556,11,41.278889
24.729696,27,41.328654
38.471296,42,41.406681
22.499604,25,41.453092
22.965859,26,41.501298
23.459159,30,41.556608
22.922018,25,41.603326
23.299043,29,41.65696
6.702799,9,41.673924
21.219064,23,45.027278
17.574262,23,45.070319
21.8281,20,45.108467
33.055207,36,45.175945
5.916956,8,45.191274
15.776386,19,45.229297
12.537099,17,45.261312
5.582076,7,45.274655
27.263366,27,45.324949
13.344494,16,45.355062
22.326553,22,45.395843
29.765021,26,45.44511
25.772926,27,45.495555
20.601419,22,45.536302
11.15923,13,45.560555
17.469069,20,45.598358
10.157755,12,45.620693
23.673604,25,45.667441
7.388627,9,45.684304
16.955048,20,45.721779
24.85855,29,45.775056
17.480855,25,45.821881
18.269986,23,45.865623
20.185615,24,45.91042
29.706518,29,45.965164
6.916358,10,45.984434
20.698393,22,46.026244
26.96758,31,46.084285
18.983531,22,46.12596
7.086419,9,46.143567
5.434345,8,46.158281
6.97965,9,46.175398
7.0426,9,46.192362
26.429467,28,46.244871
12.396268,18,46.278293
7.81857,10,46.296917
6.286787,8,46.312219
66.259405,54,46.411666
20.51667,24,46.456033
16.39398,24,46.500979
22.22279,26,46.548852
10.122126,12,46.571904
18.870598,23,46.614847
16.262663,23,46.657435
50.897975,41,46.733416
25.546207,26,46.782074
22.191187,24,46.826168
9.751908,11,46.847164
25.534144,27,46.897424
21.552049,25,46.944745
11.258162,14,46.971036
8.746497,12,46.994043
7.267474,11,47.014678
30.420215,29,47.068814
19.385475,23,47.111382
42.294465,39,47.18342
23.814706,26,47.232576
24.798147,29,47.287224
10.477594,13,47.311522
22.321996,25,47.358145
5.271884,9,47.374769
9.832423,12,47.396271
31.195705,36,47.46254
7.09985,10,47.481815
5.537947,8,47.496429
24.776882,24,47.541249
23.677912,28,47.592886
33.181275,29,47.646353
11.337304,13,47.67038
6.334192,9,47.686971
17.640974,23,47.729054
22.975506,24,47.774163
15.334453,21,47.813713
8.426594,10,47.832814
17.872972,25,47.880082
26.072721,26,47.927483
8.372385,10,47.945961
11.749394,19,47.981765
6.821722,9,47.998577
22.98469,30,48.05456
14.248604,21,48.094204
9.395306,11,48.114017
13.715719,18,48.148022
14.424854,17,48.179291
6.937394,9,48.196113
24.295283,25,48.242586
89.316177,76,48.381678
8.493479,10,48.40105
50.20434,41,48.477721
19.544656,21,48.516419
48.927474,47,48.602798
22.370316,25,48.650199
20.289403,23,48.69308
22.104667,20,48.73034
25.282687,25,48.776926
17.4039,24,48.821915
15.949501,20,48.858616
25.084632,29,48.91302
5.242828,7,48.92706
5.704609,8,48.942158
9.371438,11,48.962613
22.995945,23,49.006248
19.572231,23,49.050556
17.380057,23,49.095228
13.466255,19,49.131813
15.533557,18,49.166316
31.699134,28,49.218952
24.322589,27,49.270852
23.66824,23,49.314065
10.550468,12,49.336291
16.041479,20,49.375131
20.963717,23,49.422623
67.498501,57,49.532108
16.422822,21,49.572531
17.537576,21,49.612617
15.319389,21,49.652972
25.149259,29,49.708234
4.400876,7,49.72232
17.696006,18,49.756864
34.656007,31,49.81641
17.598415,21,49.856388
16.218861,23,49.900202
18.663323,21,49.939887
26.120455,29,49.994748
14.032483,17,50.027062
17.903413,21,50.068115
8.470344,11,50.089654
7.14722,9,50.106652
17.639497,19,50.142922
13.973355,23,50.185918
21.766747,24,50.231936
26.011116,27,50.283187
23.448714,25,50.330233
30.407209,31,50.389233
7.348383,10,50.408156
15.242653,17,50.440062
57.169657,52,50.539378
25.031477,24,50.585548
24.278368,25,50.633094
21.755536,26,50.683504
40.212988,37,50.754483
9.248477,12,50.778304
56.922954,49,50.86974
26.155887,27,50.919801
14.365168,18,50.954036
8.361153,10,50.97309
9.689505,12,50.995616
7.023705,9,51.01268
18.045078,24,51.057271
27.615013,29,51.110913
6.3607,9,51.127854
27.04831,27,51.17767
10.016516,12,51.200456
17.334284,22,51.242087
12.05643,16,51.271783
7.045291,9,51.288289
4.907436,7,51.301165
108.269029,91,51.468196
17.90568,21,51.506822
32.631361,33,51.566579
33.103774,32,51.626075
9.091859,12,51.647877
20.369631,22,51.689162
29.585931,31,51.747887
17.096987,18,51.781566
16.968615,21,51.821198
24.363747,27,51.871344
17.093413,21,51.911145
6.335056,8,51.926242
18.025765,21,51.965852
5.804127,8,51.980959
10.195053,13,52.005334
75.605992,68,52.12976
19.952768,21,52.169167
17.610046,23,52.212248
32.331783,30,52.267706
6.900615,9,52.284532
27.567675,27,52.334606
30.767281,32,52.392764
18.879206,25,52.439107
11.493222,16,52.468163
3.458317,6,52.479457
24.205735,25,52.526046
29.048907,29,52.580194
9.7896,12,52.602764
19.496962,20,52.640482
20.222011,28,52.692068
26.356034,26,52.740739
5.834628,9,52.75752
8.203829,10,52.77584
20.211155,26,52.823859
35.924257,31,52.882378
22.189934,24,52.927212
